id,pdb_id,interaction_energy,backbone_hbond,sidechain_hbond,vdw,electrostatics,solvation_polar,solvation_hydrophobic,vdw_clashes,entropy_sidechain,entropy_mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional_clash,backbone_clash,helix_dipole,water_bridge,disulfide,electrostatic_kon,partial_covalent_bonds,energy_ionisation,entropy_complex,number_of_residues,interface_residues,interface_residues_clashing,interface_residues_vdw_clashing,interface_residues_bb_clashing
104,1R0A_1,-5.27645,-1.77752,-2.81567,-13.7267,-3.40164,18.4228,-18.2855,5.50867,6.6741,3.40328,0.0,0.0,0.0,1.26652,3.51722,0.0,0.0,0.0,-0.557823,0.0,0.0131262,2.384,661,35,1,1,0
105,1RJL_1,-5.47941,-2.99577,-3.80934,-11.5993,-2.71911,18.6784,-13.2127,2.62442,3.87505,3.74206,0.0,0.0,0.0,0.0770062,2.63879,0.0,0.0,0.0,-0.522991,0.0,0.382818,2.384,324,30,0,0,0
106,1RVF_1,15.8956,-0.0956949,-1.89178,-11.3115,-7.31459,26.2575,-11.6021,11.4651,5.90458,3.36791,0.0,0.0,0.0,1.81837,3.00826,0.0,0.0,0.0,-0.717381,0.0,0.0152267,2.384,501,42,5,5,0
107,1S78_1,-9.51496,-3.62981,-5.4392,-18.8934,-0.0714452,25.2956,-23.8467,3.64699,7.30765,4.51111,0.0,0.0,0.0,1.49707,3.78334,0.0,0.0,0.0,-0.0357991,0.0,0.142978,2.384,793,58,0,0,0
108,1SM3_1,-5.02491,-2.32374,-2.35902,-10.1514,-0.540821,12.2818,-13.7741,3.11654,3.19673,4.38533,0.0,0.0,0.639503,0.556383,0.291394,0.0,0.0,0.0,-0.0521839,0.0,0.0,2.384,240,27,0,0,0
109,1SY6_1,-4.76833,-1.07461,-6.20766,-9.84967,-4.81007,17.3254,-10.143,0.745629,6.188,3.88536,0.0,0.0,0.0,0.3049,1.15353,0.0,0.0,8.88178e-16,-1.13264,0.0,1.11022e-16,2.384,433,34,0,0,0
110,1TET_1,-4.03958,-3.5975,-4.38463,-13.1533,-1.27393,20.2215,-14.9573,1.86389,4.10063,6.00438,0.0,0.0,0.0,1.12899,1.89262,0.0,0.0,0.0,-0.132658,0.0,0.140384,2.384,243,30,0,0,0
111,1TQB_1,-5.85602,-4.27849,-8.85021,-19.7302,-3.09969,31.5898,-23.0445,7.66854,8.80863,4.39649,0.0,0.0,0.0,1.28619,4.84982,-0.0198585,0.0,-8.88178e-16,-0.58898,0.0,0.00619944,2.384,333,50,1,1,0
112,1TZH_1,-5.20958,-1.33643,-1.2378,-13.0782,-1.41542,16.5142,-17.1421,2.97208,6.24699,2.88623,0.0,0.0,0.0,0.667824,1.73647,0.0,0.0,0.0,-0.490345,0.0,0.203483,2.384,326,34,0,0,0
113,1TZI_1,-0.157954,-2.84217e-14,-7.99361e-15,-2.89448,0.0194134,3.11652,-4.1101,1.02161,1.4265,1.09393,0.0,0.0,0.0,0.108532,0.813065,-0.0212227,0.0,0.0,0.0813404,0.0,0.0,2.384,327,14,0,0,0
114,1UAC_1,-1.3616,-2.38587,-8.2183,-15.4864,-1.32061,26.9887,-15.7263,4.09045,6.21279,3.35629,0.0,0.0,0.0,1.54275,4.28429,0.102935,0.0,0.0,-0.518052,0.0,0.0,2.384,352,42,0,0,0
115,1UJ3_1,-16.4829,-7.80132,-16.065,-19.462,-4.03553,33.8447,-21.8529,3.94635,10.0847,5.2356,0.0,0.0,0.0,0.354177,3.05473,0.0,0.0,0.0,-0.801843,0.0,0.0704113,2.384,432,55,0,0,0
116,1UWX_1,-3.8028,-0.95083,-1.98657,-10.6572,-0.00284064,13.3822,-13.9428,0.885717,5.49801,3.82526,0.0,0.0,0.0,0.128646,1.41692,0.0,0.0,0.0,0.017574,0.0,0.0,2.384,244,26,0,0,0
117,1V7M_1,0.788806,-1.07249,-3.56,-13.722,-1.56507,19.9268,-16.0843,6.00806,8.09855,2.56312,0.0,0.0,0.0,0.779895,2.21809,-0.270585,0.0,0.0,-0.313214,0.0,0.0,2.384,373,43,1,1,0
118,1W72_1,-9.83755,-4.06044,-6.10505,-15.7018,-2.73154,23.5548,-17.3345,1.71113,7.92129,3.75374,0.0,0.0,0.0,0.180613,4.25738,-0.468226,0.0,0.0,-0.704362,0.0,0.146835,2.384,517,43,0,0,0
119,1WEJ_1,-11.6825,-3.93595,-10.6481,-11.7561,-3.49832,21.6188,-13.3671,3.05857,5.43942,1.86867,0.0,0.0,0.0,0.0944807,1.51675,-0.104116,0.0,0.0,-0.545203,0.0,0.0924764,2.384,330,35,0,0,0
120,1XGP_1,2.80757,-4.40532,-9.73696,-15.1622,-0.306062,27.3411,-14.504,7.93385,5.90038,3.75425,0.0,0.0,0.0,2.28668,3.36734,-0.0376012,0.0,0.0,-0.259584,0.0,0.00310586,2.384,354,44,3,3,0
121,1XGQ_1,6.03246,-2.58334,-8.71363,-15.7716,-0.397086,28.6912,-15.3415,7.18486,6.86547,4.14588,0.0,0.0,0.0,2.21948,3.45561,-0.018377,0.0,5.32907e-15,-0.265931,0.0,0.0169525,2.384,354,44,4,4,0
122,1XGR_1,5.90195,-3.13611,-7.99637,-15.7493,-0.642678,27.0603,-15.8078,9.84639,6.28949,4.46502,0.0,0.0,0.0,1.82557,3.41053,0.0761037,0.0,5.32907e-15,-0.332053,0.0,0.0033798,2.384,354,43,5,5,0
123,1XGT_1,5.82105,-3.36543,-6.97898,-15.455,-0.585464,26.4131,-15.5167,8.93728,6.7241,4.06353,0.0,0.0,0.0,1.90047,3.30144,0.0303568,0.0,0.0,-0.349345,0.0,0.00315839,2.384,354,44,4,4,0
124,1XGU_1,7.52239,-1.9852,-6.27057,-17.5833,-1.02763,31.4282,-17.8055,9.8876,5.86647,2.82225,0.0,0.0,0.0,2.50394,5.19353,-0.0325885,0.0,5.32907e-15,-0.297411,0.0,0.0160683,2.384,354,45,4,4,0
125,1XGY_1,0.305442,-1.67867,-3.58327,-8.32949,-2.36692,14.6968,-9.86312,5.00654,4.7321,1.35195,0.0,0.0,0.0,0.573711,1.7216,0.0,0.0,0.0,-0.273935,0.0,0.0397685,2.384,237,24,0,0,0
126,1XIW_1,-9.07004,-4.49028,-16.6001,-23.2851,-6.43924,41.0251,-25.9106,6.75338,14.4898,5.1868,0.0,0.0,0.0,0.971611,2.74249,0.0,0.0,-8.88178e-16,-0.805527,0.0,0.0340287,2.384,389,63,1,1,0
127,1YJD_1,-2.69279,-2.99459,-3.53406,-13.0761,-1.37072,17.779,-16.3863,8.2519,4.96362,3.16884,0.0,0.0,0.0,0.720871,2.33931,0.0,0.0,8.88178e-16,-0.249338,0.0,0.0341235,2.384,346,32,2,2,0
128,1YNT_1,11.2016,-3.52236,-4.23292,-16.7772,0.00379373,25.9862,-19.479,14.2957,7.42,5.33744,0.0,0.0,0.0,2.41681,6.99343,0.0,0.0,-7.10543e-15,-0.246814,0.0,0.0,2.384,479,51,6,5,1
129,1YQV_1,-3.12115,-2.28591,-3.74168,-14.7117,-4.65039,23.1773,-15.5518,3.56157,5.5525,6.21662,0.0,0.0,0.0,0.22669,2.04144,-0.0364845,0.0,-5.32907e-15,-0.877874,0.0,8.32667e-17,2.384,355,40,0,0,0
130,1YY9_1,-3.80051,-3.29406,-4.51377,-16.5833,-2.15056,23.4637,-20.2431,3.74423,8.93608,5.64711,0.0,0.0,0.0,1.65698,3.43921,0.00909385,0.0,1.42109e-14,-0.532338,0.0,0.0594027,2.384,842,44,0,0,0
131,1Z3G_1,-1.15141,-4.43399,-4.60996,-13.1301,-1.25772,20.136,-16.8959,6.05121,7.97035,4.58482,0.0,0.0,0.0,0.515855,2.45304,0.0,0.0,0.0,-0.195769,0.0,0.113783,2.384,398,33,2,2,0
132,1ZA3_1,-3.40564,-2.05537,-4.81318,-11.8107,-1.6873,14.9491,-15.2735,5.37914,6.86801,3.423,0.0,0.0,0.0,2.23587,2.80956,0.0,0.0,0.0,-0.620711,0.0,5.55112e-17,2.384,342,42,2,2,0
133,1ZTX_1,-6.55475,-4.70087,-15.1065,-15.8555,-2.65167,28.117,-17.3168,7.64656,9.3537,3.52762,0.0,0.0,0.0,0.871993,4.67108,0.0,0.0,8.88178e-16,-0.440351,0.0,1.11022e-16,2.384,329,40,0,0,0
134,2A6I_1,57.5043,-0.0150869,7.77156e-16,-13.9864,-1.36061,27.7506,-18.746,53.8149,3.78117,4.10184,0.0,0.0,0.0,2.17248,13.3619,0.0,0.0,0.0,-0.11578,0.0,0.107237,2.384,239,29,15,14,7
135,2ADF_1,-19.0316,-2.28788,-5.34388,-13.8203,-3.95878,16.7882,-17.3531,0.411434,3.86554,2.34657,0.0,0.0,0.0,0.12562,2.11646,0.33027,0.0,3.55271e-15,-0.735958,0.0,0.600796,2.384,416,49,0,0,0
136,2AEP_1,-8.68052,-2.47129,-13.4492,-16.6935,-3.67693,30.1048,-18.1175,2.74646,7.12175,4.44965,0.0,0.0,0.0,1.41918,3.893,0.0,0.0,0.0,-0.189546,0.0,0.0755243,2.384,617,51,0,0,0
137,2AEQ_1,11.4708,-1.01551,-6.98747,-15.1891,-3.48591,26.797,-16.8141,17.6365,5.65304,2.53115,0.0,0.0,0.0,2.52183,3.85535,0.0,0.0,0.0,-0.22047,0.0,0.0438228,2.384,611,47,7,7,0
138,2AP2_1,-5.98629,-0.680585,-3.23089,-11.1856,-3.54184,16.4533,-13.589,4.56547,3.57127,1.24656,0.0,0.0,0.0,0.492107,2.07119,0.391117,0.0,0.0,-0.478134,0.0,0.0,2.384,247,33,0,0,0
139,2ARJ_1,-2.42308,-3.3739,-9.75753,-14.927,0.952227,22.8911,-17.9538,4.11395,10.1512,4.12632,0.0,0.0,0.0,0.892511,1.70823,0.0,0.0,-8.88178e-16,0.461931,0.0,-6.93889e-18,2.384,346,44,0,0,0
140,2B1H_1,-8.9773,-4.50379,-2.73795,-17.357,-3.93767,24.7336,-23.0363,3.36729,8.69371,6.66122,0.0,0.0,0.0,0.485468,5.68365,0.0,0.0,0.0,-1.34587,0.0,0.0,2.384,258,33,2,0,2
141,2B2X_1,6.84063,-1.18784,-6.03421,-17.1374,-1.35222,28.184,-18.6721,7.70155,8.05654,5.16256,0.0,0.0,0.0,1.88382,3.84352,0.0819454,0.0,0.0,-0.281584,0.0,0.435556,2.384,418,50,2,2,0
142,2B4C_1,-7.05487,-2.08386,-2.49744,-15.7177,-1.8199,17.5505,-22.9964,2.39199,10.9433,7.66004,0.0,0.0,0.0,0.238914,1.27289,0.0,0.0,-7.10543e-15,-0.724329,0.0,0.0,2.384,651,46,0,0,0
143,2BDN_1,-2.64729,-2.60728,-5.60936,-13.5615,-5.33811,22.0234,-16.2283,6.97813,8.314,3.40216,0.0,0.0,0.0,0.418072,2.12935,0.150707,0.0,0.0,-0.589142,0.0,1.38778e-17,2.384,294,44,2,2,0
144,2BRR_1,-2.43827,-1.43574,-1.95041,-10.2714,-1.70574,16.3171,-12.8759,2.70352,2.86433,3.89272,0.0,0.0,0.0,0.229322,2.65436,0.0,0.0,0.0,-0.206092,0.0,-6.93889e-18,2.384,241,25,0,0,0
145,2CK0_1,4.72182,-0.572269,-0.595227,-10.6389,0.163607,14.3843,-12.8741,6.7746,4.10855,3.86659,0.0,0.0,0.0,0.171945,3.12439,0.0,0.0,1.33227e-15,-0.0815149,0.0,0.0143277,2.384,246,26,2,2,0
146,2CMR_1,-10.0403,-2.39394,-4.26182,-19.7929,-0.395123,24.8538,-27.2387,4.28572,12.0969,2.4188,0.0,0.0,0.0,0.303124,3.41145,-0.00572976,0.0,0.0,-0.343691,0.0,0.433316,2.384,443,50,0,0,0
147,2DD8_1,-5.36756,-2.0249,-6.85934,-14.8646,-1.60874,21.4371,-18.0102,2.50241,7.88067,5.51124,0.0,0.0,0.0,0.962469,3.27854,0.0,0.0,1.77636e-15,-0.293709,0.0,1.38778e-17,2.384,420,41,0,0,0
148,2DQC_1,-6.43781,-3.74117,-9.00193,-18.5015,-2.35614,31.7931,-19.0845,4.59703,6.22226,3.49718,0.0,0.0,0.0,0.645727,4.05838,0.0449381,0.0,1.77636e-15,-0.564335,0.0,0.0115167,2.384,352,44,1,1,0
149,2DQD_1,-1.75693,-1.54323,-7.93141,-17.1245,-3.08208,30.2731,-17.8961,7.34308,5.92555,2.05183,0.0,0.0,0.0,0.720235,3.79998,0.0490635,0.0,0.0,-0.554081,0.0,0.0115931,2.384,352,46,0,0,0
150,2DQE_1,-6.04855,-4.2328,-10.2274,-17.2227,-2.00454,31.1548,-16.8621,4.74064,5.49022,3.2656,0.0,0.0,0.0,0.355219,3.93903,0.0511123,0.0,3.55271e-15,-0.568678,0.0,0.0120459,2.384,352,45,1,1,0
151,2DQF_1,0.615143,-3.36616,-7.80272,-13.0992,-0.580172,23.9474,-12.2296,5.21963,5.36541,2.99821,0.0,0.0,0.0,0.599623,4.69921,0.0524894,0.0,0.0,-0.495539,0.0,0.00575429,2.384,352,42,1,1,0
152,2DQG_1,-6.45368,-3.39153,-11.9008,-17.7101,-2.57333,30.6867,-17.8319,5.71292,6.75888,3.42491,0.0,0.0,0.0,0.941941,3.51927,0.0527756,0.0,-3.55271e-15,-0.634662,0.0,0.0104081,2.384,352,46,1,1,0
153,2DQH_1,0.630318,-2.76188,-6.05472,-17.3202,-2.55078,31.7164,-17.5859,6.32413,6.0571,2.80255,0.0,0.0,0.0,0.53656,3.39726,0.0528932,0.0,0.0,-0.600117,0.0,0.0142623,2.384,352,46,1,1,0
154,2DQI_1,-6.43217,-3.78408,-9.26352,-16.91,-1.51961,28.5768,-17.2331,4.1848,5.60982,3.89082,0.0,0.0,0.0,0.426281,4.08089,0.0353585,0.0,-1.77636e-15,-0.4559,0.0,0.0101311,2.384,352,46,0,0,0
155,2EH8_1,1.02466,-1.63763,-4.56703,-14.587,-1.37397,21.8319,-16.8766,7.85628,4.74858,4.97108,0.0,0.0,0.0,0.9097,4.31568,0.0,0.0,0.0,-0.250623,0.0,0.0,2.384,242,35,3,3,0
156,2EIZ_1,4.27112,-3.36257,-8.34052,-16.5103,-1.57324,28.413,-16.7912,11.782,6.18177,4.04869,0.0,0.0,0.0,0.647316,3.40926,0.0455925,0.0,0.0,-0.28234,0.0,0.0130197,2.384,352,45,3,3,0
157,2EKS_1,2.68647,-2.09301,-6.13064,-16.7619,-2.96887,28.9643,-17.0127,8.93507,4.76636,3.85932,0.0,0.0,0.0,1.33357,3.40597,0.107927,0.0,-1.77636e-15,-0.319175,0.0,0.00622544,2.384,352,46,2,2,0
158,2FD6_1,-3.06191,-3.48672,-5.35058,-11.7773,-1.78946,16.1192,-13.7208,7.82594,4.63791,3.60298,0.0,0.0,0.0,1.32171,2.02404,0.0,0.0,-7.10543e-15,-0.444789,0.0,0.0,2.384,503,31,2,2,0
159,2FJG_1,-1.84071,-1.73899,-1.4333,-16.6231,-1.38412,24.4048,-21.2431,7.49139,5.76648,2.61283,0.0,0.0,0.0,0.376464,2.93199,0.0,0.0,-3.55271e-15,-0.0699985,0.0,0.0,2.384,419,39,2,2,0
160,2FJH_1,-5.2785,-2.26687,-4.67496,-14.5306,-0.531006,19.5144,-17.7077,3.60892,7.54795,1.74253,0.0,0.0,0.0,1.95367,2.10467,-0.0862188,0.0,3.55271e-15,0.0755719,0.0,0.0758078,2.384,329,40,0,0,0
161,2G5B_1,1.16274,-3.84181,-7.66163,-10.6697,-2.59291,21.143,-11.3945,5.99676,6.00546,3.93139,0.0,0.0,0.0,0.463619,2.11588,0.0,0.0,0.0,-0.217037,0.0,0.0,2.384,245,27,1,1,0
162,2GSI_1,-0.135015,-3.00367,-4.10913,-12.1178,-3.17116,19.339,-15.6761,6.81529,7.17536,4.10999,0.0,0.0,0.0,0.995864,2.81985,0.0,0.0,0.0,-0.492663,0.0,0.0,2.384,242,29,2,2,0
163,2GSI_2,3.00909,-1.75635,-2.00492,-11.4621,-2.40339,19.4622,-14.6726,5.24436,5.65599,4.45708,0.0,0.0,0.0,0.946337,1.79203,0.0,0.0,0.0,-0.45753,0.0,2.08167e-17,2.384,242,29,1,1,0
164,2GSI_3,-1.002,-3.32581,-2.83896,-12.3507,-3.64427,21.7189,-15.5837,4.24402,6.32401,4.28476,0.0,0.0,0.0,0.655272,1.70815,0.0,0.0,0.0,-0.485473,0.0,2.08167e-17,2.384,241,31,0,0,0
165,2H1P_1,-1.43355,-1.59653,-1.10265,-12.5246,-0.496105,14.9085,-17.3621,9.35323,4.11525,2.05527,0.0,0.0,0.0,1.31557,4.64322,0.0,0.0,0.0,-0.176861,0.0,0.0774913,2.384,245,31,2,2,0
166,2H9G_1,-8.89443,-3.28624,-0.632086,-14.5053,-0.82719,18.0557,-20.3091,0.80103,6.72271,5.15594,0.0,0.0,0.0,0.432825,2.68063,0.0,0.0,-1.77636e-15,-0.581793,0.0,0.0790313,2.384,294,38,0,0,0
167,2HFG_1,-17.318,-6.28409,-1.98939,-16.7996,-2.7235,19.0318,-23.4887,0.900212,7.32521,6.53414,0.0,0.0,0.0,0.568257,1.61581,0.0,0.0,8.88178e-16,-0.423236,0.0,0.0310194,2.384,262,42,0,0,0
168,2HH0_1,-0.2668,-2.65146,-2.94083,-14.7777,-3.75719,24.9552,-17.7029,6.05177,7.10599,3.6156,0.0,0.0,0.0,0.726971,2.75809,0.0,0.0,0.0,-1.00475,0.0,0.112595,2.384,236,34,0,0,0
169,2HKF_1,-7.41953,-3.68759,-2.20702,-13.5072,-5.56908,20.2613,-16.6156,1.74969,6.58626,6.59326,0.0,0.0,0.0,0.462944,1.24709,0.0,0.0,0.0,-1.52584,0.0,0.0393573,2.384,242,34,1,1,0
170,2HMI_1,3.00136,-0.0655685,-2.4898,-11.0715,-0.72884,13.9064,-14.5456,8.38513,5.05191,3.57587,0.0,0.0,0.0,1.04828,3.32547,0.0,0.0,0.0,-0.0649027,0.0,-2.22045e-16,2.384,662,32,4,4,0
171,2HRP_1,-9.334,-6.87585,-1.49096,-13.3259,0.121456,16.7266,-16.6557,3.45136,3.78846,4.72602,0.0,0.0,0.0,0.437033,2.096,0.0,0.0,0.0,-0.246255,0.0,0.00975449,2.384,248,28,0,0,0
172,2I9L_1,-2.69775,-1.95829,-4.85792,-13.4674,-3.26425,24.1263,-15.4425,2.43525,5.68837,4.08626,0.0,0.0,0.0,0.618755,3.43214,0.341122,0.0,-5.32907e-15,-1.00349,0.0,-6.93889e-18,2.384,407,39,0,0,0
173,2IGF_1,-4.18878,-3.80575,-5.32648,-11.3195,-1.86296,16.1836,-15.0644,3.81046,7.52886,4.98678,0.0,0.0,0.0,0.94936,1.94199,0.0,0.0,0.0,-0.382554,0.0,0.113826,2.384,240,29,0,0,0
174,2IH3_1,-7.42411,-2.68445,-3.939,-15.7346,-5.43566,22.3253,-18.6405,7.23972,6.66701,4.41169,0.0,0.0,0.0,0.359141,3.39685,-0.913962,0.0,0.0,-1.07874,0.0,-1.38778e-17,2.384,325,37,2,2,0
175,2IPU_1,-10.5364,-5.96726,-6.10429,-12.7354,-3.53464,20.6051,-14.291,0.893253,5.90369,4.31177,0.0,0.0,0.0,0.108968,0.825265,0.0,0.0,0.0,-0.539069,0.0,0.812602,2.384,244,27,0,0,0
176,2J4W_1,-5.36924,-4.93642,-4.17018,-14.0425,-1.73703,22.8955,-16.4124,0.75195,5.82052,6.16917,0.0,0.0,0.0,0.152773,2.86674,0.0,0.0,0.0,0.110811,0.0,0.0285963,2.384,265,34,0,0,0
177,2J6E_1,4.90719,-2.1994,-6.86302,-15.0632,-3.75556,26.6665,-15.4213,8.69671,7.20521,4.50858,0.0,0.0,0.0,1.79818,3.87191,-0.0903089,0.0,-7.10543e-15,-0.575277,0.0,0.0,2.384,656,46,2,2,0
178,2J88_1,-13.058,-2.97812,-4.7377,-15.4472,-5.7253,23.2003,-17.1264,2.09685,5.57845,2.07492,0.0,0.0,0.0,0.220424,3.03996,0.232306,0.0,1.77636e-15,-0.551377,0.0,0.104788,2.384,550,36,0,0,0
179,2JEL_1,-3.57206,-0.821369,-6.80627,-14.2694,-1.86622,22.4333,-16.5936,2.69311,8.6631,2.32664,0.0,0.0,0.0,0.401962,2.30071,0.0,0.0,0.0,0.16411,0.0,0.102592,2.384,317,41,0,0,0
180,2JIX_2,1.75223,-0.459716,-2.82481,-12.977,-4.29808,22.8103,-13.5682,5.5849,6.64286,1.56039,0.0,0.0,0.0,0.371036,1.04713,-0.0364564,0.0,0.0,-1.22006,0.0,0.167087,2.384,441,41,1,1,0
181,2LTQ_1,8.78126,-0.999274,7.10543e-15,-5.75458,-0.485768,9.93297,-6.01943,5.19803,3.40297,2.96731,0.0,0.0,0.0,0.897328,1.58298,-0.126281,0.0,0.0,-0.232022,0.0,0.0,2.384,386,28,2,2,0
182,2LTQ_2,0.459605,-1.13491,-0.376741,-5.89799,0.0805413,7.29326,-7.3373,1.31253,3.46634,3.57171,0.0,0.0,0.020323,0.32935,2.04959,-0.702194,0.0,0.0,-0.165306,0.0,0.0,2.384,388,26,0,0,0
183,2NR6_1,-6.47985,-5.01634,-7.71232,-15.8997,-4.03336,27.7463,-17.2502,1.29594,9.41249,5.23399,0.0,0.0,0.0,0.629245,4.20581,-0.0534947,0.0,0.0,-0.937763,0.0,0.105417,2.384,572,49,0,0,0
184,2NY1_1,-13.2675,-3.2253,-2.57653,-12.0907,-1.67803,12.3749,-18.3903,1.82816,7.95604,3.33403,0.0,0.0,0.0,0.13484,2.11865,0.0,0.0,0.0,-0.960577,0.0,0.0259176,2.384,650,31,0,0,0
185,2NYY_1,-9.12697,-3.86753,-15.5444,-19.7971,-2.60536,33.0697,-22.0696,2.76973,11.7788,5.52108,0.0,0.0,0.686733,0.92236,4.70301,0.0,0.0,-4.44089e-16,-0.532666,0.0,0.541225,2.384,1525,51,0,0,0
186,2NZ9_1,-4.99021,-4.25888,-12.7132,-20.7183,-2.95739,35.807,-22.9455,4.2141,11.0108,5.69869,0.0,0.0,0.664814,1.28061,5.7786,0.0,0.0,0.0,-0.658322,0.0,0.585373,2.384,1525,49,0,0,0
187,2OQJ_1,-1.20671,-1.08655,-0.119864,-7.46801,-0.830161,10.5984,-9.50229,1.1063,2.31087,3.69781,0.0,0.0,0.0,0.264583,1.45409,0.0,0.0,-8.88178e-16,-0.186972,0.0,0.00912464,2.384,249,26,0,0,0
188,2OR9_1,-6.89654,-6.72415,-3.13897,-16.0762,-1.57924,22.1689,-21.1017,3.15038,9.1533,6.7717,0.0,0.0,0.0,1.22467,3.73072,0.0,0.0,0.0,-0.76848,0.0,0.0232229,2.384,251,35,0,0,0
189,2OSL_1,-2.15051,-1.89543,-3.8585,-8.71064,-0.451321,13.5393,-10.1506,2.47729,4.00189,2.60548,0.0,0.0,0.0,0.369603,1.05445,-0.0453776,0.0,-4.44089e-16,-0.0634681,0.0,0.0313106,2.384,251,27,0,0,0
190,2OTU_1,0.823181,-7.03399,-4.87627,-16.4423,-0.276973,25.736,-18.5103,3.68857,9.75911,8.0946,0.0,0.0,0.0,0.480286,2.22092,0.0,0.0,0.0,0.0479454,0.0,0.156414,2.384,244,34,0,0,0
191,2OZ4_1,-8.86819,-3.44776,-8.78159,-19.0466,-2.70967,29.9827,-21.7068,2.07808,9.53882,5.07642,0.0,0.0,-4.44089e-16,0.224239,4.60979,0.0,0.0,-1.77636e-15,-0.15482,0.0,0.0788203,2.384,491,55,0,0,0
192,2Q8A_1,-11.279,-4.20291,-6.82786,-21.7228,-3.98752,32.3913,-27.6798,6.53972,9.60759,4.529,0.0,0.0,0.0,0.153184,5.30527,0.00961308,0.0,0.0,-0.268943,0.0,0.180366,2.384,559,59,1,0,1
193,2Q8B_1,-17.1333,-3.75742,-8.06189,-22.1736,-3.4485,30.7442,-28.8307,2.75836,9.87852,5.78477,0.0,0.0,0.0,0.139942,6.39319,0.0523856,0.0,0.0,-0.403601,0.0,0.184228,2.384,561,56,1,0,1
194,2QAD_1,-6.49571,-3.4997,-0.861422,-15.6595,-0.663873,17.5555,-22.1554,2.93863,7.42006,7.32516,0.0,0.0,0.0,1.45764,2.3911,0.0,0.0,-3.55271e-15,-0.390277,0.0,0.0374466,2.384,642,43,0,0,0
195,2QHR_1,-2.74218,-6.29194,-7.53427,-18.7183,-3.44716,31.8013,-19.6786,5.24377,9.21638,6.56522,0.0,0.0,0.0,0.600344,2.33674,0.0,0.0,0.0,-0.632371,0.0,0.133335,2.384,253,34,0,0,0
196,2QQK_1,-8.90406,-1.02153,-5.5289,-11.7749,-1.08313,12.9149,-14.7913,2.16223,7.10507,3.34942,0.0,0.0,0.0,0.42036,0.472478,0.0,0.0,-3.55271e-15,-0.770043,0.0,0.113826,2.384,802,35,0,0,0
197,2QQN_1,-6.42068,-4.35064,-5.2805,-9.78112,-1.16291,14.5036,-10.6762,2.7174,4.55563,3.26553,0.0,0.0,0.0,0.101092,2.33087,0.0,0.0,0.0,-0.312532,0.0,0.0,2.384,387,24,1,1,0
198,2QR0_1,-2.69766,-1.28615,-2.95811,-11.5841,0.235563,15.6373,-14.1859,2.61021,4.8671,3.03269,0.0,0.0,0.0,0.791243,2.5259,0.0,0.0,-1.77636e-15,0.0328456,0.0,0.109704,2.384,325,29,1,1,0
199,2QSC_1,-13.8386,-2.57496,-1.2535,-11.2239,-1.01285,12.8447,-15.2444,0.779275,3.35649,1.01217,0.0,0.0,0.0,0.272794,3.53323,0.0,0.0,0.0,-0.794441,0.0,4.16334e-17,2.384,251,26,0,0,0
200,2R0K_1,1.81235,-0.728577,-0.773612,-14.4159,-1.84322,22.088,-17.414,4.55131,4.01237,5.3154,0.0,0.0,0.0,1.26615,4.52326,0.0,0.0,0.0,-0.278158,0.0,0.0325096,2.384,469,52,0,0,0
201,2R0L_1,-12.7188,-2.62502,-4.92973,-18.6139,-1.84902,24.9615,-22.7086,1.52413,6.48511,5.08225,0.0,0.0,0.0,0.155254,3.78361,-0.0202262,0.0,0.0,-0.436694,0.0,0.256187,2.384,469,51,0,0,0
202,2R0W_1,-2.75661,-4.66742,-6.96879,-12.5266,-3.22276,20.8358,-14.0334,5.70342,5.9798,5.34034,0.0,0.0,0.0,0.593812,3.06016,0.0,0.0,0.0,-0.585734,0.0,0.795019,2.384,244,29,1,1,0
203,2R0Z_1,-4.99208,-5.10527,-4.69371,-13.0363,-3.29309,21.2611,-14.9899,4.36197,5.62061,4.36189,0.0,0.0,0.0,0.176426,1.03841,0.0,0.0,0.0,-0.478901,0.0,0.823089,2.384,243,28,1,1,0
204,2R29_1,13.5705,-4.37477,-5.89279,-15.3267,-3.75241,29.5743,-17.3341,10.0122,8.77192,8.07119,0.0,0.0,0.0,3.90022,3.16301,0.0,0.0,8.88178e-16,-0.0785032,0.0,0.0,2.384,327,48,0,0,0
205,2R4R_1,4.06292,-1.12056,-3.43931,-13.6307,-2.24853,20.4511,-16.2219,11.8541,4.50059,3.91581,0.0,0.0,0.0,0.946888,9.17525,0.0,0.0,0.0,-0.962156,0.0,0.0175388,2.384,538,40,5,3,3
206,2R56_1,7.34702,-2.55253,-8.83206,-15.6024,-5.31989,30.8533,-16.1558,8.71501,13.9096,3.73678,0.0,0.0,0.0,0.618662,2.64582,0.0,0.0,-1.77636e-15,-2.11887,0.0,0.0951508,2.384,390,48,1,1,0
207,2UZI_1,-10.5603,-3.60684,-7.07798,-15.4031,-4.05918,22.7349,-18.6537,4.34882,8.40742,4.02043,0.0,0.0,0.0,0.174812,2.36112,0.176591,0.0,0.0,-1.63729,0.0,0.0148766,2.384,386,44,1,1,0
208,2V17_1,-3.78687,-3.0599,-2.95162,-6.52362,-4.14303,13.2451,-7.35538,0.427468,3.39897,4.20858,0.0,0.0,0.0,0.0232642,1.12363,0.0,0.0,0.0,-1.08972,0.0,0.033011,2.384,237,24,0,0,0
