pdb	no_motifs	conn_res_paratope	conn_res_epitope	energy	hfr1	hfr2	hfr3	hfr4	lfr1	lfr2	lfr3	lfr4	cdrh1	cdrh2	cdrh3	cdrl1	cdrl2	cdrl3	avg_len_para	avg_len_epi
3AB0_1	7	21	33	-4.42632	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.0	4.714285714285714
3B2U_1	6	26	41	-7.45584	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.333333333333333	6.833333333333333
3B9K_1	8	21	35	-3.40451	1	0	0	0	0	1	0	0	1	1	1	1	1	1	2.625	4.375
3BAE_1	5	28	18	-1.04175	0	1	0	0	0	0	0	0	0	1	1	1	0	1	5.6	3.6
3BDY_1	6	24	28	-8.56594	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	4.666666666666667
3BGF_1	7	29	34	-0.0372909	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.142857142857143	4.857142857142857
3BKY_1	5	22	18	0.362118	0	1	0	0	0	0	0	0	1	1	1	0	0	1	4.4	3.6
3BN9_1	7	35	80	0.916199	1	0	1	0	0	0	0	0	1	1	1	1	0	1	5.0	11.428571428571429
3BQU_1	3	17	6	19.3488	0	0	0	0	0	0	0	0	1	1	1	0	0	0	5.666666666666667	2.0
3BSZ_1	8	23	28	15.4487	1	0	0	0	0	1	0	0	1	1	1	1	1	1	2.875	3.5
3C09_1	7	27	40	8.71491	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.857142857142857	5.714285714285714
3CSY_1	7	31	41	2.28583	1	0	0	0	0	1	0	0	1	1	1	1	1	0	4.428571428571429	5.857142857142857
3CVH_1	5	27	45	-5.88822	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.4	9.0
3CX5_1	6	26	33	-8.34801	1	0	1	0	0	1	0	0	1	0	1	0	1	0	4.333333333333333	5.5
3CXD_1	6	23	19	-9.78357	0	0	0	0	0	1	0	0	1	1	1	1	0	1	3.8333333333333335	3.1666666666666665
3D0L_1	7	30	20	-6.71132	0	0	0	0	1	0	0	0	1	1	1	1	1	1	4.285714285714286	2.857142857142857
3D85_1	8	24	37	-9.02375	1	0	1	0	0	0	0	0	1	1	1	1	1	1	3.0	4.625
3D9A_1	8	25	43	2.65743	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.125	5.375
3DRQ_1	6	25	15	-6.56154	0	0	0	0	1	0	0	0	1	1	1	1	0	1	4.166666666666667	2.5
3DVG_1	9	34	98	0.937757	1	0	0	0	0	1	1	0	1	1	1	1	1	1	3.7777777777777777	10.88888888888889
3DVN_1	9	34	89	6.82855	1	0	0	0	0	1	1	0	1	1	1	1	1	1	3.7777777777777777	9.88888888888889
3E8U_1	7	29	22	-6.65203	1	1	0	0	0	0	0	0	1	1	1	1	0	1	4.142857142857143	3.142857142857143
3EFD_1	4	18	16	2.45001	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4.5	4.0
3EFF_1	5	23	54	21.1652	0	0	0	0	0	0	1	0	0	1	1	1	0	1	4.6	10.8
3EOA_1	7	24	27	-6.65295	1	0	1	0	0	1	0	0	1	1	1	1	0	0	3.4285714285714284	3.857142857142857
3EYF_1	6	28	22	-7.57759	0	0	0	0	0	1	0	0	0	1	1	1	1	1	4.666666666666667	3.6666666666666665
3EYS_1	5	28	12	-2.70566	0	1	0	0	0	0	0	0	0	1	1	1	0	1	5.6	2.4
3FFD_1	7	40	26	-7.65559	0	0	0	0	0	1	0	0	1	1	1	1	1	1	5.714285714285714	3.7142857142857144
3FMG_1	2	10	10	3.14692	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5.0	5.0
3FN0_1	5	25	18	-10.8153	1	0	0	0	0	0	0	0	1	1	1	0	0	1	5.0	3.6
3G04_1	9	41	50	-7.55067	1	0	0	0	0	1	1	0	1	1	1	1	1	1	4.555555555555555	5.555555555555555
3G5V_1	7	21	29	-2.496	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.0	4.142857142857143
3G5Y_1	7	21	31	-1.01063	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.0	4.428571428571429
3G6D_1	9	30	31	-6.85375	1	0	0	0	0	1	1	0	1	1	1	1	1	1	3.3333333333333335	3.4444444444444446
3G6J_1	7	31	33	-2.66743	1	0	1	0	0	1	0	0	1	1	1	0	1	0	4.428571428571429	4.714285714285714
3GBM_1	5	16	25	-14.8415	1	0	1	0	0	0	0	0	1	1	1	0	0	0	3.2	5.0
3GBM_2	5	16	26	-8.30843	1	0	1	0	0	0	0	0	1	1	1	0	0	0	3.2	5.2
3GBN_1	5	16	27	-13.1786	1	0	1	0	0	0	0	0	1	1	1	0	0	0	3.2	5.4
3GGW_1	5	24	18	-6.64895	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.8	3.6
3GHE_1	6	30	28	-14.9733	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.0	4.666666666666667
3GI9_1	7	34	35	-6.70951	1	0	1	0	0	1	0	0	1	1	1	0	1	0	4.857142857142857	5.0
3GJF_1	7	36	58	-9.80338	0	1	0	0	0	0	0	0	1	1	1	1	1	1	5.142857142857143	8.285714285714286
3GO1_1	7	35	26	-13.4496	0	0	0	0	0	0	1	0	1	1	1	1	1	1	5.0	3.7142857142857144
3GRW_1	8	41	54	-15.071	1	0	1	0	0	1	0	0	1	1	1	1	1	0	5.125	6.75
3H0T_1	5	23	28	-7.18435	0	0	0	0	0	0	0	0	0	1	1	1	1	1	4.6	5.6
3H3P_1	6	31	22	-12.94	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.166666666666667	3.6666666666666665
3H42_1	7	33	49	-9.54396	1	0	1	0	0	1	0	0	1	1	1	0	0	1	4.714285714285714	7.0
3HAE_1	8	39	66	0.89239	0	1	0	0	0	1	0	0	1	1	1	1	1	1	4.875	8.25
3HB3_1	7	17	38	-0.465667	1	0	0	0	0	1	0	0	1	0	1	1	1	1	2.4285714285714284	5.428571428571429
3HI1_1	7	32	43	-3.92661	1	0	1	0	0	0	1	0	1	1	1	1	0	0	4.571428571428571	6.142857142857143
3HI6_1	9	26	40	-6.50445	1	0	1	0	0	1	0	0	1	1	1	1	1	1	2.888888888888889	4.444444444444445
3HMX_1	9	29	43	6.6773	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.2222222222222223	4.777777777777778
3HR5_1	6	26	22	-0.4751	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.333333333333333	3.6666666666666665
3I50_1	4	18	25	-2.18233	0	0	0	0	0	0	0	0	1	1	1	0	0	1	4.5	6.25
3IDG_1	5	32	14	-6.31142	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.4	2.8
3IDX_1	4	23	27	-8.33908	1	0	0	0	0	0	0	0	1	1	1	0	0	0	5.75	6.75
3IET_1	4	19	11	1.94311	0	0	0	0	0	0	0	0	1	1	0	1	0	1	4.75	2.75
3IFN_1	5	24	18	-5.26191	0	1	0	0	0	0	0	0	0	1	1	1	0	1	4.8	3.6
3IFO_1	6	29	19	-10.6745	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.833333333333333	3.1666666666666665
3IFP_1	5	28	17	-4.66873	0	1	0	0	0	0	0	0	0	1	1	1	0	1	5.6	3.4
3IU3_1	9	31	51	-0.182267	1	1	0	0	1	0	0	0	1	1	1	1	1	1	3.4444444444444446	5.666666666666667
3IYW_1	7	38	92	198.375	1	0	1	0	0	0	0	0	1	1	1	1	0	1	5.428571428571429	13.142857142857142
3J1S_1	2	11	7	2.45963	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5.5	3.5
3J70_1	7	33	36	19.9371	0	0	0	0	0	1	1	0	1	1	1	1	1	0	4.714285714285714	5.142857142857143
3J8V_1	7	29	90	60.2911	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.142857142857143	12.857142857142858
3J8W_1	7	36	140	337.873	1	0	1	0	0	0	0	0	1	1	1	1	0	1	5.142857142857143	20.0
3J8Z_1	7	33	106	66.6479	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.714285714285714	15.142857142857142
3JAB_1	4	9	13	25.0253	1	0	0	0	0	0	0	0	1	1	1	0	0	0	2.25	3.25
3JAU_1	4	21	12	12.2048	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5.25	3.0
3JBA_1	6	20	18	4.83953	1	0	1	0	0	0	0	0	1	1	1	0	0	1	3.3333333333333335	3.0
3JBQ_1	5	10	15	17.1462	1	0	0	0	0	0	0	0	1	1	1	0	0	1	2.0	3.0
3JCX_1	4	13	15	10.0715	1	0	0	0	0	0	0	0	0	1	1	1	0	0	3.25	3.75
3K2U_1	9	31	57	-6.61115	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3.4444444444444446	6.333333333333333
3KJ4_1	6	27	34	81.4757	1	0	0	0	0	0	0	0	1	1	1	1	1	0	4.5	5.666666666666667
3KJ4_2	6	20	30	1.59657	1	0	0	0	0	0	0	0	1	1	1	1	1	0	3.3333333333333335	5.0
3KR3_1	6	28	42	-11.9946	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.666666666666667	7.0
3KS0_1	5	17	25	-5.6907	0	0	0	0	0	0	0	0	1	1	1	1	0	1	3.4	5.0
3L5W_1	5	18	17	-8.44104	0	0	0	0	0	0	0	0	1	1	1	1	0	1	3.6	3.4
3L5X_1	5	18	17	-7.71757	0	0	0	0	0	0	0	0	1	1	1	1	0	1	3.6	3.4
3L95_1	9	28	43	-7.33809	1	0	0	0	0	1	1	0	1	1	1	1	1	1	3.111111111111111	4.777777777777778
3LDB_1	6	31	30	-1.5314	0	0	0	0	0	0	1	0	1	1	1	1	0	1	5.166666666666667	5.0
3LEX_1	8	25	19	-3.95161	0	0	1	0	0	1	0	0	1	1	1	1	1	1	3.125	2.375
3LEY_1	8	25	19	-3.37329	0	0	1	0	0	1	0	0	1	1	1	1	1	1	3.125	2.375
3LH2_1	6	34	68	-18.162	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.666666666666667	11.333333333333334
3LH2_3	6	38	66	-14.8141	0	1	0	0	0	0	0	0	1	1	1	1	0	1	6.333333333333333	11.0
3LHP_1	6	34	31	-14.025	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.666666666666667	5.166666666666667
3LIZ_1	7	25	37	-4.3862	1	0	1	0	0	0	0	0	1	1	1	1	0	1	3.5714285714285716	5.285714285714286
3LQA_1	7	32	49	30.167	1	0	1	0	0	0	1	0	1	1	1	1	0	0	4.571428571428571	7.0
3LZF_1	7	37	42	3.55799	0	0	0	0	0	0	1	0	1	1	1	1	1	1	5.285714285714286	6.0
3MA9_1	7	35	38	-16.6372	1	0	0	0	0	0	0	0	1	1	1	1	1	1	5.0	5.428571428571429
3MAC_1	6	33	39	-19.2604	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.5	6.5
3MJ9_1	9	41	47	10.9309	1	0	1	0	0	1	0	0	1	1	1	1	1	1	4.555555555555555	5.222222222222222
3MLT_3	5	32	26	-7.98563	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.4	5.2
3MLW_1	6	35	26	-8.7053	0	0	0	0	0	0	0	0	1	1	1	1	1	1	5.833333333333333	4.333333333333333
3MLY_1	7	31	27	-10.0966	1	0	1	0	0	1	0	0	1	1	1	0	1	0	4.428571428571429	3.857142857142857
3MNW_1	9	27	26	-8.09652	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.0	2.888888888888889
3MNZ_1	9	28	25	-5.62437	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.111111111111111	2.7777777777777777
3MXW_1	8	26	43	-8.17501	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.25	5.375
3N85_1	7	25	46	0.693938	1	0	1	0	0	0	0	0	1	1	1	1	0	1	3.5714285714285716	6.571428571428571
3NCY_1	8	28	67	7.89297	1	0	0	0	1	0	0	0	1	1	1	1	1	1	3.5	8.375
3NFP_1	8	28	36	1.02922	0	0	1	0	0	1	0	0	1	1	1	1	1	1	3.5	4.5
3NH7_1	9	40	44	6.56698	1	0	1	0	0	0	1	0	1	1	1	1	1	1	4.444444444444445	4.888888888888889
3NPS_1	8	33	76	-5.05793	1	0	0	0	0	0	1	0	1	1	1	1	1	1	4.125	9.5
3O2D_1	7	37	50	-7.29336	1	0	0	0	1	0	0	0	1	1	1	1	0	1	5.285714285714286	7.142857142857143
3O41_1	5	26	19	-2.60078	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.2	3.8
3O6L_1	7	27	26	-6.36696	1	1	0	0	0	0	0	0	1	1	1	1	0	1	3.857142857142857	3.7142857142857144
3OPZ_1	9	26	39	-4.44144	1	0	0	0	0	1	1	0	1	1	1	1	1	1	2.888888888888889	4.333333333333333
3OPZ_2	8	26	36	-4.00373	0	0	0	0	0	1	1	0	1	1	1	1	1	1	3.25	4.5
3P0Y_1	7	28	34	-10.452	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	4.857142857142857
3P30_1	6	29	27	-0.538175	1	0	1	0	0	1	0	0	1	0	1	0	1	0	4.833333333333333	4.5
3PGF_1	9	31	43	-17.6193	1	0	0	0	0	1	1	0	1	1	1	1	1	1	3.4444444444444446	4.777777777777778
3PJS_1	5	25	58	27.5176	0	0	0	0	0	0	1	0	0	1	1	1	0	1	5.0	11.6
3PNW_1	5	28	31	-7.7952	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	6.2
3PP4_1	5	28	20	-6.37961	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	4.0
3Q3G_1	9	37	98	7.90391	1	0	0	0	0	1	1	0	1	1	1	1	1	1	4.111111111111111	10.88888888888889
3QG6_1	10	27	27	3.05131	0	1	1	0	0	1	0	1	1	1	1	1	1	1	2.7	2.7
3QNZ_1	5	21	10	1.24234	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.2	2.0
3QO0_1	5	20	6	5.29137	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.0	1.2
3QUM_1	7	28	49	10.3602	1	0	0	0	0	1	0	0	1	1	1	1	1	0	4.0	7.0
3QUM_2	8	26	45	19.8317	1	0	1	0	0	0	0	0	1	1	1	1	1	1	3.25	5.625
3QWO_1	8	27	36	-11.5868	0	0	0	0	1	1	0	0	1	1	1	1	1	1	3.375	4.5
3R08_1	7	25	33	1.94627	1	0	1	0	0	0	0	0	1	1	1	1	0	1	3.5714285714285716	4.714285714285714
3R1G_1	8	28	44	4.89754	1	0	1	0	0	1	0	0	1	1	1	0	1	1	3.5	5.5
3RAJ_1	7	17	25	5.95599	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2.4285714285714284	3.5714285714285716
3RKD_1	5	27	39	-10.7132	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.4	7.8
3RVV_1	7	19	30	-8.2352	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2.7142857142857144	4.285714285714286
3S35_1	7	33	41	-2.29088	0	0	0	0	0	1	0	0	1	1	1	1	1	1	4.714285714285714	5.857142857142857
3S37_1	8	31	39	2.34496	1	1	1	0	0	0	0	0	1	1	1	1	0	1	3.875	4.875
3SDY_1	8	27	83	-1.29516	1	0	1	0	0	1	0	0	1	1	1	1	1	0	3.375	10.375
3SE9_1	8	40	51	1.43599	0	1	1	0	1	0	0	0	1	1	1	1	0	1	5.0	6.375
3SGE_1	10	32	30	-10.3008	1	1	1	0	0	1	0	0	1	1	1	1	1	1	3.2	3.0
3SKJ_1	5	24	30	-7.01241	0	0	0	0	0	0	0	0	1	1	1	1	1	0	4.8	6.0
3SO3_1	7	39	69	-10.7376	1	0	0	0	1	0	0	0	1	1	1	1	0	1	5.571428571428571	9.857142857142858
3SOB_1	7	23	35	-7.45565	1	0	0	0	0	0	1	0	1	1	1	1	0	1	3.2857142857142856	5.0
3SQO_1	7	22	34	1.84542	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.142857142857143	4.857142857142857
3T3P_1	7	25	35	-10.2877	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.5714285714285716	5.0
3THM_1	7	47	41	-13.6879	0	0	0	0	0	0	1	0	1	1	1	1	1	1	6.714285714285714	5.857142857142857
3TJE_1	7	45	43	-10.371	0	0	0	0	0	0	1	0	1	1	1	1	1	1	6.428571428571429	6.142857142857143
3TT1_1	7	30	32	-3.25261	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.285714285714286	4.571428571428571
3TT3_1	8	31	45	8.86332	1	0	1	0	0	0	1	0	1	1	1	1	1	0	3.875	5.625
3TYG_1	3	22	12	0.890716	0	0	0	0	0	0	0	0	1	1	1	0	0	0	7.333333333333333	4.0
3U0T_1	8	30	29	-7.99331	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.75	3.625
3U2S_1	5	25	53	-0.109163	0	0	0	0	0	0	1	0	1	1	1	0	1	0	5.0	10.6
3U30_1	6	23	44	-7.44444	0	0	1	0	0	1	0	0	1	1	1	0	1	0	3.8333333333333335	7.333333333333333
3U7Y_1	7	34	56	0.44522	1	1	1	0	1	0	0	0	0	1	1	0	0	1	4.857142857142857	8.0
3U9P_1	6	19	28	-9.64929	0	0	0	0	1	0	0	0	0	1	1	1	1	1	3.1666666666666665	4.666666666666667
3U9P_2	5	18	28	-9.25758	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3.6	5.6
3U9U_2	5	21	23	-4.4739	0	0	0	0	0	0	0	0	1	1	1	1	1	0	4.2	4.6
3UBX_1	7	17	23	-10.1531	0	0	0	0	0	0	1	0	1	1	1	1	1	1	2.4285714285714284	3.2857142857142856
3UC0_1	6	27	28	-4.55163	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.5	4.666666666666667
3UJI_1	6	31	32	-17.7989	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.166666666666667	5.333333333333333
3UJJ_1	9	32	28	-11.4247	1	1	0	0	0	0	1	0	1	1	1	1	1	1	3.5555555555555554	3.111111111111111
3ULU_1	6	29	43	0.437142	0	0	0	0	1	0	0	0	1	1	1	1	0	1	4.833333333333333	7.166666666666667
3ULU_2	7	27	35	8.66238	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.857142857142857	5.0
3ULU_3	8	27	40	6.22686	1	0	0	0	0	0	1	0	1	1	1	1	1	1	3.375	5.0
3V4U_1	6	24	21	-5.66114	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.0	3.5
3V4V_1	5	24	21	-1.82118	1	0	0	0	0	0	0	0	1	1	1	1	0	0	4.8	4.2
3V6O_1	6	22	29	-10.7873	0	0	0	0	0	1	0	0	1	1	1	0	1	1	3.6666666666666665	4.833333333333333
3V6Z_1	7	37	38	-4.30877	1	0	0	0	1	0	0	0	1	1	1	1	0	1	5.285714285714286	5.428571428571429
3V7A_1	5	28	31	-11.0325	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	6.2
3VE0_1	7	21	37	0.833284	1	0	1	0	0	1	0	0	1	1	1	0	1	0	3.0	5.285714285714286
3VG9_1	9	39	49	0.637952	1	0	0	0	0	1	1	0	1	1	1	1	1	1	4.333333333333333	5.444444444444445
3VI3_1	8	35	50	1.07649	1	0	0	0	0	1	0	0	1	1	1	1	1	1	4.375	6.25
3VRL_1	5	29	32	4.60116	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.8	6.4
3W2D_1	7	24	28	10.9998	0	1	0	0	1	0	0	0	1	1	1	1	0	1	3.4285714285714284	4.0
3W9E_1	9	35	52	-14.849	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.888888888888889	5.777777777777778
3WD5_1	7	27	31	9.61356	0	0	0	0	1	1	0	0	0	1	1	1	1	1	3.857142857142857	4.428571428571429
3WFD_1	7	30	55	-5.57087	1	0	0	0	0	1	0	0	1	1	1	1	1	0	4.285714285714286	7.857142857142857
3WHE_1	5	22	18	9.38236	1	0	0	0	0	0	0	0	1	1	1	1	0	0	4.4	3.6
3WIH_1	6	17	28	-12.1677	1	0	0	0	0	1	0	0	1	0	1	1	1	0	2.8333333333333335	4.666666666666667
3WKM_1	8	38	46	-9.38581	1	0	0	0	0	0	1	0	1	1	1	1	1	1	4.75	5.75
3WLW_1	6	26	31	-2.59552	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.333333333333333	5.166666666666667
3WSQ_1	7	22	19	9.24633	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.142857142857143	2.7142857142857144
3X3F_1	6	27	26	-14.5921	0	0	0	0	1	0	0	0	1	1	1	1	0	1	4.5	4.333333333333333
3ZKM_1	8	31	45	-14.2484	0	1	0	0	0	0	1	0	1	1	1	1	1	1	3.875	5.625
3ZTN_1	6	29	60	-8.45198	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.833333333333333	10.0
4AEI_1	8	33	38	-9.38537	0	1	0	0	0	1	0	0	1	1	1	1	1	1	4.125	4.75
4AG4_1	7	16	36	-11.807	0	0	0	0	0	1	0	0	1	1	1	1	1	1	2.2857142857142856	5.142857142857143
4AL8_1	6	21	26	-3.10626	0	1	0	0	0	0	0	0	1	1	1	1	0	1	3.5	4.333333333333333
4BH7_1	4	16	15	14.7824	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4.0	3.75
4BH8_1	4	18	15	18.8703	0	0	0	0	0	0	0	0	1	1	1	0	1	0	4.5	3.75
4BKL_1	8	30	108	-9.94445	1	1	0	0	1	0	0	0	1	1	1	1	0	1	3.75	13.5
4BZ1_1	6	30	31	-5.60557	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.0	5.166666666666667
4BZ2_1	6	27	38	-11.7599	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.5	6.333333333333333
4CAD_1	7	31	45	-2.97456	1	0	0	0	1	0	0	0	1	1	1	1	0	1	4.428571428571429	6.428571428571429
4CMH_1	9	37	55	-22.0379	1	0	1	0	0	1	0	0	1	1	1	1	1	1	4.111111111111111	6.111111111111111
4CNI_1	7	25	30	-5.68229	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.5714285714285716	4.285714285714286
4D3C_1	8	24	29	4.34517	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.0	3.625
4D9Q_1	9	31	47	-9.94736	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.4444444444444446	5.222222222222222
4DAG_1	5	23	30	15.6344	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.6	6.0
4DGV_1	4	20	18	-11.75	0	1	0	0	0	0	0	0	0	1	1	0	0	1	5.0	4.5
4DKE_1	7	29	68	-10.8228	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.142857142857143	9.714285714285714
4DKF_1	5	16	23	5.3821	0	0	0	0	0	0	0	0	1	1	1	1	0	1	3.2	4.6
4DN4_1	7	21	28	-7.72157	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.0	4.0
4DQO_1	1	20	13	5.19051	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20.0	13.0
4DTG_1	6	32	31	-7.94336	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	5.166666666666667
4DVR_1	6	25	35	-1.12101	0	0	0	0	1	0	0	0	1	1	1	1	0	1	4.166666666666667	5.833333333333333
4DW2_1	9	31	46	42.1926	0	0	1	0	0	1	1	0	1	1	1	1	1	1	3.4444444444444446	5.111111111111111
4EDW_1	7	25	28	-2.26913	1	0	0	0	0	0	1	0	1	1	1	1	1	0	3.5714285714285716	4.0
4EDX_1	9	34	98	-9.57312	1	0	1	0	0	0	1	0	1	1	1	1	1	1	3.7777777777777777	10.88888888888889
4ENE_1	6	21	42	-3.35274	0	0	0	0	0	1	0	0	1	1	1	0	1	1	3.5	7.0
4ETQ_1	7	34	46	2.72691	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.857142857142857	6.571428571428571
4F2M_1	8	26	27	1.61181	0	1	0	0	1	1	0	0	1	1	1	1	0	1	3.25	3.375
4F37_1	6	33	23	11.8073	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.5	3.8333333333333335
4F3F_1	9	36	45	-9.12417	1	1	0	0	0	1	0	0	1	1	1	1	1	1	4.0	5.0
4FFV_1	6	21	27	0.403892	0	1	0	0	0	0	1	0	1	1	1	0	0	1	3.5	4.5
4FFW_1	8	27	34	5.98748	0	1	0	0	1	0	1	0	1	1	1	1	0	1	3.375	4.25
4FFZ_1	7	26	43	-4.90849	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.7142857142857144	6.142857142857143
4FP8_1	3	26	27	0.901577	1	0	0	0	0	0	0	0	1	0	1	0	0	0	8.666666666666666	9.0
4FQI_1	6	18	27	-12.0293	1	0	1	0	0	0	0	0	1	1	1	1	0	0	3.0	4.5
4FQJ_1	9	31	33	-5.92776	1	0	1	0	0	0	1	0	1	1	1	1	1	1	3.4444444444444446	3.6666666666666665
4FQK_1	8	29	30	12.5679	1	0	1	0	0	0	1	0	0	1	1	1	1	1	3.625	3.75
4FQY_1	6	22	29	55.9097	1	0	1	0	0	0	0	0	1	1	1	1	0	0	3.6666666666666665	4.833333333333333
4G3Y_1	9	30	47	-0.625573	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.3333333333333335	5.222222222222222
4G6A_1	5	21	21	-7.76373	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.2	4.2
4G6A_2	5	21	21	-3.34377	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.2	4.2
4G6J_1	8	28	36	-8.50515	1	0	1	0	0	0	0	0	1	1	1	1	1	1	3.5	4.5
4G6M_1	6	22	38	-12.5478	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.6666666666666665	6.333333333333333
4G7V_1	7	21	24	-6.84291	0	0	0	0	0	1	1	0	0	1	1	1	1	1	3.0	3.4285714285714284
4G80_1	4	20	15	3.06479	0	0	0	0	0	0	0	0	0	1	1	1	0	1	5.0	3.75
4GAG_1	5	22	20	-5.83007	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.4	4.0
4GAJ_1	5	22	20	-3.22139	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.4	4.0
4GLR_1	6	22	16	-9.13583	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.6666666666666665	2.6666666666666665
4GMS_1	6	22	38	-6.13188	1	0	0	0	0	0	0	0	1	1	1	1	0	1	3.6666666666666665	6.333333333333333
4GMS_2	6	22	40	-3.9811	1	0	0	0	0	0	0	0	1	1	1	1	0	1	3.6666666666666665	6.666666666666667
4GXU_1	7	28	39	2.21737	1	0	0	0	0	1	0	0	1	1	1	1	1	0	4.0	5.571428571428571
4H88_1	6	20	26	-6.23323	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.3333333333333335	4.333333333333333
4H8W_1	7	27	39	-13.0598	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.857142857142857	5.571428571428571
4HC1_1	9	29	44	-1.58301	1	0	0	0	0	1	1	0	1	1	1	1	1	1	3.2222222222222223	4.888888888888889
4HCR_1	8	42	45	-6.49761	1	0	1	0	0	0	0	0	1	1	1	1	1	1	5.25	5.625
4HF5_1	6	27	36	-1.91051	1	0	0	0	0	1	0	0	1	1	1	0	1	0	4.5	6.0
4HFU_1	5	24	40	-5.00279	1	0	0	0	0	0	0	0	1	1	1	0	0	1	4.8	8.0
4HG4_1	7	22	34	0.111194	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.142857142857143	4.857142857142857
4HG4_2	7	23	33	1.75942	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.2857142857142856	4.714285714285714
4HHA_1	8	30	26	-8.14976	0	0	1	0	0	1	0	0	1	1	1	1	1	1	3.75	3.25
4HJ0_1	9	36	42	7.26872	1	0	1	0	0	1	0	0	1	1	1	1	1	1	4.0	4.666666666666667
